number,state,value,datetime_start,datetime_complete,duration_seconds,param_alignment.n_components,param_encoding.ridge_alpha,user_attrs_json
61,COMPLETE,0.156103295585,2026-03-04T13:46:03.465087,2026-03-04T13:47:21.579324,78.114237,25,33747.05237693888,"{""fold_scores"": {""1"": 0.15811145305633545, ""2"": 0.13566406071186066, ""3"": 0.13313522934913635, ""4"": 0.13224120438098907, ""5"": 0.2452651411294937, ""6"": 0.13220268487930298}, ""objective_metric"": ""median_r"", ""trial_seconds"": 78.01546144485474}"
62,COMPLETE,0.155628696084,2026-03-04T13:47:21.597845,2026-03-04T13:48:39.631557,78.033712,25,26431.652912192047,"{""fold_scores"": {""1"": 0.15739181637763977, ""2"": 0.1345181167125702, ""3"": 0.1328940987586975, ""4"": 0.13190563023090363, ""5"": 0.24488565325737, ""6"": 0.13217686116695404}, ""objective_metric"": ""median_r"", ""trial_seconds"": 77.94298076629639}"
63,COMPLETE,0.155200911065,2026-03-04T13:48:39.647684,2026-03-04T13:49:58.508516,78.860832,35,53227.95959409848,"{""fold_scores"": {""1"": 0.15840762853622437, ""2"": 0.13163524866104126, ""3"": 0.13102544844150543, ""4"": 0.13491016626358032, ""5"": 0.24154731631278992, ""6"": 0.13367965817451477}, ""objective_metric"": ""median_r"", ""trial_seconds"": 78.7681405544281}"
64,PRUNED,0.153812608123,2026-03-04T13:49:58.525375,2026-03-04T13:51:02.788686,64.263311,20,12707.222829642807,"{""fold_scores"": {""1"": 0.1510503590106964, ""2"": 0.12633883953094482, ""3"": 0.12657701969146729, ""4"": 0.12728451192378998, ""5"": 0.23781231045722961}, ""pruned_after_fold"": 5}"
65,COMPLETE,0.155572712421,2026-03-04T13:51:02.805170,2026-03-04T13:52:21.784294,78.979124,30,25911.327194916284,"{""fold_scores"": {""1"": 0.1608954519033432, ""2"": 0.13470125198364258, ""3"": 0.1317671239376068, ""4"": 0.13331198692321777, ""5"": 0.2408430576324463, ""6"": 0.13191740214824677}, ""objective_metric"": ""median_r"", ""trial_seconds"": 78.88607120513916}"
66,PRUNED,0.151049593091,2026-03-04T13:52:21.799759,2026-03-04T13:53:27.467469,65.66771,50,2599.3430142461725,"{""fold_scores"": {""1"": 0.14960311353206635, ""2"": 0.1224956065416336, ""3"": 0.12468434870243073, ""4"": 0.12890271842479706, ""5"": 0.2295621782541275}, ""pruned_after_fold"": 5}"
67,PRUNED,0.15363112092,2026-03-04T13:53:27.482944,2026-03-04T13:54:33.103112,65.620168,40,6055.163973095979,"{""fold_scores"": {""1"": 0.1523485630750656, ""2"": 0.12485469877719879, ""3"": 0.12672948837280273, ""4"": 0.1306428164243698, ""5"": 0.23358003795146942}, ""pruned_after_fold"": 5}"
68,COMPLETE,0.156808905303,2026-03-04T13:54:33.117401,2026-03-04T13:55:51.015942,77.898541,25,62038.12082984991,"{""fold_scores"": {""1"": 0.1586599349975586, ""2"": 0.13765248656272888, ""3"": 0.1335577815771103, ""4"": 0.13294251263141632, ""5"": 0.24561430513858795, ""6"": 0.1324264109134674}, ""objective_metric"": ""median_r"", ""trial_seconds"": 77.80392789840698}"
69,COMPLETE,0.155020100375,2026-03-04T13:55:51.036746,2026-03-04T13:57:09.816768,78.780022,60,75749.3846453089,"{""fold_scores"": {""1"": 0.15821430087089539, ""2"": 0.13201606273651123, ""3"": 0.13032440841197968, ""4"": 0.13476499915122986, ""5"": 0.24133741855621338, ""6"": 0.13346341252326965}, ""objective_metric"": ""median_r"", ""trial_seconds"": 78.68514275550842}"
70,PRUNED,0.149003301561,2026-03-04T13:57:09.831594,2026-03-04T13:58:15.466384,65.63479,35,977.3210008832532,"{""fold_scores"": {""1"": 0.1468360424041748, ""2"": 0.12079079449176788, ""3"": 0.1232285276055336, ""4"": 0.12706603109836578, ""5"": 0.2270951122045517}, ""pruned_after_fold"": 5}"
